ID,Modality,Content,Label,Source,Explanation,Category,Date
242,Text,"SpaceX engineer and current SGE Chris Stanley, who’s worked with DOGE, created a stir when his visit to the roof of the EEOB to explore installing Starlink there in Feb tripped off a USSS alarm. https://t.co/1iDE8Fzb93",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Entertainment,
243,Text,"NEW: Starlink is now operating as a WiFi service across the WH campus, per people briefed. Musk is said to have donated the service to the government. It is said to be working through existing fiber cables at a data center miles away from WH. https://t.co/1iDE8Fzb93",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
244,Text,"Trump could change course, and has left himself some space to push various tariffs to a later date and granted some exemptions. But business execs became convinced they were just a tool for Trump, who has talked about tariffs for 40 years https://t.co/ABH4uejhVP",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
245,Text,Business leaders had convinced themselves that the Trump of the first term would approach tariffs the same way as he did in term one: backing off amid market turbulence. Not so this time. @jonathanvswan @AnaSwanson me https://t.co/lZCcSsXtgO,Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
246,Text,Via @EricSchmittNYT @jonathanvswan https://t.co/LEhp5Zzd2I,Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Miscellaneous,
247,Text,"Privately, Trump Org officials have discussed wanting to maintain friendly ties with Adams, whose term has another nine months. https://t.co/8A9DLq2gSx",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
248,Text,"The Trump Org is bidding against another group trying to reacquire operation rights to the city-owned Wollman Rink, the rehab of which Trump has made integral to his origin story and which is now a symbol of what he lost in fights w Democrats. https://t.co/8A9DLq2gSx",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
249,Text,"And the long arc of Adams’ troubled mayoralty, via @mattfleg @danarubinstein https://t.co/otjFtmzcFT",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Miscellaneous,
250,Text,"Weeks before the inauguration, Adams met privately with Steve Bannon at a Midtown hotel. The lawyer Alex Spiro, who had represented both, helped connect them. Adams personally called Eric Trump. And he spoke with the president-elect multiple times. https://t.co/8A9DLq2gSx",Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
251,Text,NEW: How Eric Adams found different entry points to Donald Trump ahead of the dismissal of his case. @benprotess @Jonesieman @WRashbaum @danarubinstein me https://t.co/8A9DLq2gSx,Real,,"Tweet by Maggie Haberman, a professional journalist with a reputation for factual reporting.",Politics,
252,Text,"""We are in absolute disbelief""   Manchester Arena victims' families demand tougher punishment for bomber after attack on prison officers https://t.co/p8XhWBWqb3",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
253,Text,"Refuse workers in Birmingham, England, vote “overwhelmingly” to reject deal aimed at ending long-running bin strike, union says https://t.co/yvIJ7l94ec",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
254,Text,Watch live as team of six women - including pop star Katy Perry - blast off on Blue Origin flight into space https://t.co/Gs8yPSVUZS,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Sports,
255,Text,"UK government ""confident” raw materials will reach British Steel's Scunthorpe site to keep blast furnaces running, Downing Street says https://t.co/FRugjSottG",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
256,Text,Ex-Conservative MP Craig Williams and 14 others charged with gambling offences in UK over bets placed on timing of 2024 general election https://t.co/FU3kRJaYK1,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
257,Text,"Man dead after explosion destroyed house Nottinghamshire, UK, police confirm https://t.co/qFsHx3kQgm",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
258,Text,"More than 20 killed in Russian missile attack on Ukrainian city, officials say - follow live: https://t.co/uWNUSdk9YU",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
259,Text,"UK officials ready to take control of British Steel plant, BBC told, after bill to save it approved by Parliament  Follow live https://t.co/QcAyPTNeoL",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
260,Text,"Hashem Abedi, brother of Manchester Arena bomber, attacks three prison officers at HMP Frankland in County Durham, UK https://t.co/6a7kBzcGJ6",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
261,Text,"Trump exempts smartphones and computers from reciprocal tariffs, including from the larger levies on Chinese imports https://t.co/KFOMCrIgrG",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
262,Text,UK PM Keir Starmer aims to pass law in one day to prevent closure of British Steel plant in Scunthorpe    Follow live https://t.co/ZL34TkgT5g,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
263,Text,"UK Parliament to be recalled on Saturday to discuss British Steel, as source says government looking to ""take control"" of the business https://t.co/r4iodCbgZY",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
264,Text,Ex-Conservative cabinet minister Michael Gove given seat in House of Lords in former UK PM Rishi Sunak's resignation honours list https://t.co/zZQ5m6KC3T,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",International,
265,Text,China raises tariffs on US goods to 125% as market turmoil over Donald Trump's levies continues    Follow live https://t.co/DcqgvOzc7H,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
266,Text,"UK economy grew faster than expected at 0.5% in February, latest figures show https://t.co/J6GlygGZgR",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Economy,
267,Text,Six dead after helicopter crashes into New York's Hudson River - follow live  https://t.co/ezsUDOkYJQ,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
268,Text,"Helicopter crashes into Hudson River in New York, police say - follow live  https://t.co/bYA5EsVIom",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
269,Text,US President Trump recognises “transition difficulty” from tariffs as US markets drop again - follow live https://t.co/kawEbSY4iH,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
270,Text,EU puts counter-tariffs on hold for 90 days after US pauses higher import taxes - follow the latest  https://t.co/DcmIHNJTvz,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Entertainment,
271,Text,Woman jailed in Russia over Ukraine charity donation freed in prisoner swap between Moscow and Washington https://t.co/jsYiTzVfCN,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
272,Text,China hits back with 84% tariffs on US imported goods after Donald Trump retains levies of 125% on Beijing - follow live  https://t.co/nfZdG2ZeOA,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
273,Text,Markets soar as US President Donald Trump announces pause to higher tariffs on most countries and White House says he wants to negotiate - follow live https://t.co/QJc1D6n79p,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
274,Text,"US President Donald Trump announces 90-day pause on higher tariffs for dozens of countries, but hikes levies on China to 125% - follow live https://t.co/n5uCkfumft",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
275,Text,"Two arrested after seven officers injured in multi-vehicle collision during pursuit of a BMW that shut A1 in Tyneside, England  https://t.co/v9CpYV5JGu",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
276,Text,China says it will retaliate against US tariffs with 84% levy on American goods - follow live updates https://t.co/18eTBcSnCL,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
277,Text,"US President Donald Trump imposes higher tariffs on dozens of trading partners, including 104% total rate on China - follow live https://t.co/bH4UQI48VX",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
278,Text,"Boy, 15, and girl, 13, found guilty of manslaughter of 80-year-old Bhim Kohli, following attack in park in Leicestershire, UK https://t.co/7A6ajoXrsH",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Sports,
279,Text,Prince Harry arrives at court to challenge ruling over level of security protection he receives in UK    Follow live: https://t.co/NCIJ076FjZ,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
280,Text,US President Donald Trump says he is not considering pausing tariffs despite turmoil on global markets   Follow live https://t.co/zJUJDBCfZo,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
281,Text,US President Donald Trump threatens additional 50% tariff on Chinese goods if Beijing does not withdraw its retaliatory tariffs   Follow live https://t.co/qNVOiiSklL,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
282,Text,New York's Dow Jones index opens down nearly 3% as US President Donald Trump's trade adviser dismisses warnings of recession   Follow live https://t.co/SvhxGZP1l2,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
283,Text,"European stock markets tumble on opening, following steep falls in Asia as US President Donald Trump defends tariffs   Follow live https://t.co/YH5ZGENQFe",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
284,Text,"Two people who died in caravan fire at holiday park in Lincolnshire, UK, named as Lee Baker, 48, and his 10-year-old daughter Esme https://t.co/qiiYnoBGMF",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
285,Text,"UK Labour Party suspends MP Dan Norris after ""being informed of his arrest"", party spokesman tells BBC https://t.co/5Mt28ez5k1",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Science,
286,Text,"Jaguar Land Rover says it will ""pause"" shipments to the US in April in the wake of President Trump's tariffs  Follow live: https://t.co/EgbAEkO6An",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
287,Text,"At least 14 people killed and dozens injured in Russian missile attack on Ukrainian city Kryvyi Rih, local officials say https://t.co/amzPE9K0PM",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
288,Text,"US stock markets open lower for second day, as President Trump says China ""played it wrong"" by retaliating to tariffs   Follow live https://t.co/cp5ECBRzdD",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
289,Text,"Russell Brand charged with rape, indecent assault and sexual assault between 1999 and 2005 https://t.co/Ue3HIBRrZE",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
290,Text,China to impose additional 34% tariffs on American imports in retaliation for US tariffs   Follow live https://t.co/vlF2JHG5E1,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
291,Text,South Korea’s constitutional court upholds impeachment of President Yoon Suk Yeol for imposing martial law - follow live https://t.co/SrextCasCz,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
292,Text,US stock market drops sharply in early trading after Trump unveiled sweeping new global tariffs   Follow Live https://t.co/eM9ThH3D1u,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
293,Text,Luton airport expansion approved after UK government overrules environmental concerns of planners https://t.co/yIgGr4h4NW,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
294,Text,Row involving Prince Harry and charity he quit last week to be examined by watchdog https://t.co/FgRvZDCaT8,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
295,Text,UK considering products to be included in “possible retaliatory action” against tariffs unless deal agreed with US - follow live https://t.co/uMvzX6cjMb,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
296,Text,"Hungary says it is withdrawing from International Criminal Court, as Israeli PM Netanyahu arrives in country https://t.co/q3xn5q1JSd",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",International,
297,Text,"UK PM Keir Starmer says ""clearly there will be an economic impact"" from US tariffs but his government will respond with ""cool and calm heads""   Live updates: https://t.co/veaSdkbPen",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
298,Text,"US President Trump's tariffs a ""major blow to world economy"", EU says, as China vows retaliation    Follow live https://t.co/5itdeu1d4X",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
299,Text,Major Asian stock markets and US after-hours trading drop after Donald Trump imposes global tariffs https://t.co/zod2m9Ke4O,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
300,Text,"Prices, jobs and UK interest rates - how President Trump's tariffs might affect you and your money https://t.co/ovmmH2s9NB",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
301,Text,Donald Trump unveils 10% tariff on imports from UK and 20% on EU in watershed moment for global trade   Follow live https://t.co/ChFZhrXvdb,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
302,Text,Donald Trump about to set out sweeping US tariffs on imports that could disrupt worldwide trade - watch and follow live https://t.co/EZH5QLiHSe,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
303,Text,Inside Mandalay: BBC's Yogita Limaye finds massive destruction and little help for survivors in city near Myanmar quake epicentre https://t.co/2USqaPUwkC,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
304,Text,"Man charged with fraud, theft and preventing lawful burial after police investigation into funeral home in Hull, England https://t.co/EVmFaGrZ0h",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
305,Text,"Israel says it is expanding its military operation in Gaza and will seize ""large areas"" of the territory https://t.co/GzWqZsMZPj",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
306,Text,"Hollywood actor Val Kilmer, who starred in Top Gun and Batman, has died aged 65 https://t.co/iGRYqd5Nrr",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Entertainment,
307,Text,Democratic-backed candidate Susan Crawford projected to win seat on Wisconsin Supreme Court after most expensive judicial race in US history https://t.co/dynHCUhPAq,Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Politics,
308,Text,"Girl, 11, missing after she entered River Thames in London on Monday named by police https://t.co/QCkzWkCguy",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
309,Text,"US prosecutors to seek death penalty for Luigi Mangione, man accused of killing healthcare CEO Brian Thompson https://t.co/kBgFckdfvz",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Health,
310,Text,"Man shot dead by police after reports he was carrying firearm at Milton Keynes railway station, UK, Thames Valley police says https://t.co/rVMakcoplG",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Technology,
311,Text,"French far-right leader Marine Le Pen attacks five-year ban on running for public office as ""political decision"", after embezzlement conviction - follow live https://t.co/un5r55rMbh",Real,,"Tweet by BBC Breaking News, a credible news organization known for factual reporting.",Miscellaneous,
312,Text,"Meta to use public posts, AI interactions to train models in EU https://t.co/wIInlGN8nY https://t.co/e04tM0teeU",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
313,Text,"Up to 400,000 displaced from Darfur camp after Sudan RSF takeover, UN agency says https://t.co/uEM7AXvDcF https://t.co/zuaR11vkA6",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
314,Text,Trump administration wants to nearly halve State Dept budget https://t.co/pYsadVYw0T https://t.co/gksOVBZ8w2,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
315,Text,"OpenAI launches new GPT-4.1 models with improved coding, long context comprehension https://t.co/P7l6vYSdV9 https://t.co/hcqDNaiATp",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
316,Text,US judge asks if 'constitutional crisis' looms in Tufts student's immigration case https://t.co/17d21dt8el https://t.co/zlQVWK2BRg,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",International,
317,Text,Trump administration sued over tariffs in US Court of International Trade https://t.co/qLdFnw5Fge https://t.co/W1teU2eQP2,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
318,Text,Novo Nordisk warns consumers about counterfeit versions of Ozempic in US https://t.co/g8T3BqAWTd https://t.co/icJ9dNOYKW,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",International,
319,Text,Sources tell @Reuters the latest round of talks in Cairo to restore the defunct ceasefire and free Israeli hostages has now ended with no apparent breakthrough https://t.co/I0z2kqUwTZ https://t.co/ryNjsDOBLi,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
320,Text,US Republican senators ask Trump administration to reject Biden's AI chip rule https://t.co/PCrjzUYacu https://t.co/ZMzE45JObz,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
321,Text,LVMH misses sales forecast as core business slumps in first quarter https://t.co/438P6gyD95 https://t.co/M7GIqUNk5d,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
322,Text,"The six-person crew also included Jeff Bezos' fiancée Lauren Sanchez, CBS host Gayle King, former NASA rocket scientist Aisha Bowe, scientist Amanda Nguyen and film producer Kerianne Flynn. https://t.co/8Uw316PLsY https://t.co/PO0oi1ed1I",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
323,Text,"Residents and visitors in Warwick, Georgia, dove into a corn-filled celebration at the National Grits Festival, the city's biggest and most special event https://t.co/nEjLnFcmHL",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",International,
324,Text,Trump says Iran must give up dream of nuclear weapon or face harsh response https://t.co/2b3Y7rrVm6 https://t.co/vjO9efP01B,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
325,Text,"Magnitude 5.2 earthquake strikes interior of San Diego County in California, USGS says https://t.co/xMEa6ld0JM https://t.co/tvVkfuXC5l",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Entertainment,
326,Text,"El Salvador President Nayib Bukele said at the White House he had no plans to return a man mistakenly deported from the United States, suggesting that doing so would be like smuggling a terrorist into the country https://t.co/C678ILvgUs https://t.co/CvMCeNmNy0",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
327,Text,Hedge fund Qube discloses $105 million short position in Trump Media https://t.co/dckyF5Thnz https://t.co/vFZJ9OA4a0,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
328,Text,"S&amp;P 500's 'death cross' may not be as ominous as it sounds, analysts say https://t.co/lyMxwib2JS https://t.co/r3jPdqB1nK",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
329,Text,"Buyers of Mattel’s Barbie dolls might also bear the brunt of the trade war sparked by Donald Trump's ‘reciprocal’ tariffs, fear Barbie influencer Noemi Lama, known as 'Mistik,’ and collector and store owner Gloria Diez https://t.co/rw0WYwAsjY https://t.co/d0kUb4rSi2",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
330,Text,The market wreckage strewn by President Donald Trump’s trade war is uniquely driven by minute-by-minute policy whims. A trader riding out the tempest might look to the simple aphorisms passed down as time-tested investment wisdom for guidance. With… https://t.co/9Jgg7mOt9a https://t.co/eE3YVr4Oeq,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
331,Text,Sean 'Diddy' Combs pleads not guilty to expanded sex trafficking indictment https://t.co/PGRf0Wqml5 https://t.co/ftks6IKp2G,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
332,Text,"The Golconda Blue, the largest fancy vivid blue diamond ever to come to auction, is set to headline the Christie's Magnificent Jewels sale next month. The auction house estimates it will sell for $35 million to $50 million https://t.co/moUixgAHb5",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
333,Text,"Canada's main stock index rose on Monday to an 11-day high, with financial and real estate shares leading broad-based gains as investors grew doubtful that hefty U.S. tariffs would be implemented at the scale first proposed. https://t.co/gRA9IkQCXu https://t.co/YJJfCiXciu",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
334,Text,Around a hundred fun-seeking combatants armed with pillows faced off in Toronto as the city’s fourth annual pillow fight got underway https://t.co/H1Sj8GBkJs,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
335,Text,Former Brazilian President Jair Bolsonaro began a delicate recovery in intensive care on Monday after a tricky 12-hour surgery for recurring intestinal issues since he was stabbed while campaigning in 2018. https://t.co/GQaor833Ow https://t.co/OnVr5ZFGb1,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
336,Text,"Trump calls for deporting some citizens to El Salvador, testing US law https://t.co/06pSWj352u https://t.co/8btr1R1xAg",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
337,Text,"Made from recycled aluminum, the torches for the 2026 Milano Cortina Winter Games and Paralympics were unveiled, brought into a Milan theatre by former cross-country skier Stefania Belmondo and Paralympic fencing star Bebe Vio https://t.co/rNa1uWeZWK https://t.co/Et5ueyhCgt",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",International,
338,Text,"The South African rand firmed on Monday, boosted by a news report that the country's biggest political party may back down on a plan to raise value-added tax (VAT) and dollar weakness on global markets. https://t.co/pBbUTz9RdA https://t.co/CSws0nO8zs",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
339,Text,Jewish New Yorkers hold seder at ICE to demand release of Columbia University's Khalil https://t.co/asOnF4GhDY,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
340,Text,"OPEC cut its 2025 global oil demand growth forecast on Monday for the first time since December, citing the impact of data received for the first quarter and trade tariffs announced by the United States. https://t.co/sOP4MrEKY9 https://t.co/sgeoj739Ym",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
341,Text,"The suspect in an arson attack on Pennsylvania Governor Josh Shapiro's residence has been charged with attempted homicide, terrorism, aggravated arson and other felonies https://t.co/KSQOoq8Phk https://t.co/Z1v9m68Khp",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Miscellaneous,
342,Text,"Nvidia said it is planning to build AI servers worth as much as $500 billion in the U.S. over the next four years with help from partners such as TSMC, the latest American tech firm to back the Trump administration's push for local manufacturing. https://t.co/vAcckVlvgc https://t.co/nby7Gmen8m",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
343,Text,"The U.S. Government Accountability Office plans to scrutinize changes at the U.S. Securities and Exchange Commission, including any led by the White House or Elon Musk's Department of Government Efficiency, according to a letter sent to Democratic… https://t.co/usegtz3zxq https://t.co/4nad7kMZ2c",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
344,Text,Apple sold more smartphones than any other company in the world in the first quarter due to the solid launch of the lower-cost iPhone 16e https://t.co/nSWPJUoX7h https://t.co/4ozFuNQQiz,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
345,Text,"Argentina's peso slid 12% on Monday to around 1,200 per dollar after the country undid large parts of its currency and capital controls at the end of last week, part of sealing a $20 billion loan program with the International Monetary Fund. https://t.co/jS43l8a5Tt https://t.co/WUo8hs0Vzc",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
346,Text,"Turkey is set to begin restoration and reinforcement work on the dome of the Hagia Sophia, experts said, marking one of the biggest repair efforts on the 1,486-year-old structure https://t.co/5RBIyxYIdv https://t.co/bz1TcB05kh",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
347,Text,Citigroup downgraded its stance on U.S. equities and slashed its S&amp;P 500 index target for this year as it expects tariff uncertainty to hurt corporate America's earnings. https://t.co/agvTboTHw2 https://t.co/fChqYb3Fw1,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
348,Text,"Britain expressed confidence on Monday that it could secure enough raw materials to keep the blast furnaces burning at its last maker of virgin steel, after the government seized operational control from its Chinese owners. https://t.co/IVlbhK7XSQ https://t.co/0CW3E7Wb3e",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
349,Text,"In the first all-female flight crew in more than six decades, pop star Katy Perry launched into space on a Blue Origin rocket and successfully returned to Earth https://t.co/oJMXGfRH4D https://t.co/S24Ebfnme4",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Entertainment,
350,Text,"The suspect in a weekend arson attack on Pennsylvania Governor Josh Shapiro's official residence said he ""harbored hatred"" against the Democrat and would have beaten him with a hammer if he had encountered the governor inside the mansion. https://t.co/1SNVUWCfga https://t.co/rzqdxetUKb",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
351,Text,"The three major U.S. stock indexes ended higher on Monday, with Apple giving the S&amp;P 500 a strong boost as the White House exempted smartphones and computers from new tariffs. https://t.co/2AHCUjEKPO https://t.co/5Cbzq8Foxo",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
352,Text,"Former Malaysian Prime Minister Abdullah Ahmad Badawi died on Monday, aged 85, his family and medical authorities reported. https://t.co/apnSXaaK4U https://t.co/4wxhDE3hzj",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Health,
353,Text,"US liquefied natural gas helped plug the Russian supply gap in Europe during the 2022-2023 energy crisis. But now that Trump has rocked relations with Europe, businesses are wary that reliance on the US has become a vulnerability https://t.co/C1QvXMhfs9 https://t.co/ozbhieHCN3",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
354,Text,"Goldman Sachs beat first-quarter profit estimates as its traders capitalized on volatile markets to bring in record equities revenue, but the bank's CEO warned of a difficult environment ahead. https://t.co/7jFxf71O0G https://t.co/sL0nVYQZJd",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
355,Text,What matters in U.S. and global markets today https://t.co/aJ6nzYDtUz https://t.co/Cz9tYr1F1J,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Economy,
356,Text,"KKR will buy a joint venture of S&amp;P Global and CME Group in a $3.1 billion deal, marking the U.S. private equity firm's second acquisition in less than a week despite the tariff turmoil slowing the pace of dealmaking activity. https://t.co/7D9QSvXhAY https://t.co/Q2aJUAZVNf",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
357,Text,The World Food Program says decreasing global funding resources are further complicating the dire hunger situation in Sudan https://t.co/hprSoK7ecq,Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",International,
358,Text,"No country should bypass international laws to authorise resource exploration in the seabed, China's foreign ministry said on Monday, following a report of U.S. plans to stockpile deep-sea metals to counter China's dominance in the sector. https://t.co/02HdLorSGG https://t.co/oBZuAWGssq",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
359,Text,"Saudi Arabia plans to pay off Syria's debts to the World Bank, three people familiar with the matter said, paving the way for the approval of millions of dollars in grants for reconstruction and to support the country's paralysed public sector. https://t.co/5v0uhAPhW1 https://t.co/fbPs9Gj7oE",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Technology,
360,Text,"Cuban dissident Jose Ferrer is serving up 1,000 rations a day from his kitchen in a fight to bring 'democratic change' to Cuba. He claims he is fighting state security to provide the meals but Cuba's communist-run government has denied the allegations https://t.co/h21Nu3RPHx https://t.co/m20gk3jaWW",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
361,Text,"Pop star Katy Perry and five other women launched into space on a Blue Origin rocket and successfully returned, marking the first all-female spaceflight in more than 60 years https://t.co/oJMXGfRH4D https://t.co/3hQsaTNtfV",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Entertainment,
362,Text,"Intel has agreed to sell a 51% stake in its Altera programmable chip business to buyout firm Silver Lake for $4.46 billion, in the first major move by new CEO Lip-Bu Tan to revive the struggling American chipmaker. https://t.co/yOrX0HIRP4 https://t.co/hLwWPtrC4N",Real,,"Tweet by Reuters, a credible news organization known for factual reporting.",Politics,
